NOME_LOCAL;CIDADE;BAIRRO;CONTA_CONTRATO;POSTE;TRAFO;ALIMENTADOR;LATITUDE;LONGITUDE;UTD;UTEP
ADEFERN - ASSOC. DOS DEFICIENTES FISICOS DO RN;NATAL;POTENGI;156732010;B3744;3002147;PGI-01P1;-5.74939365;-35.24628965;NATAL NORTE;LITORAL
C.D.F. COLÉGIO E CURSO - ZONA NORTE;NATAL;POTENGI;851961984;V00068;3036045;IGA-01Z8;-5.7621922;-35.2535566;NATAL NORTE;LITORAL
CENEP - CENTRO ESTADUAL DE EDUCAÇÃO PROFIS SENADOR JESSÉ PINTO FREIRE;NATAL;PETROPOLIS;1866010;V09019;3106341;RBA-01P5;-5.78479812;-35.20095178;NATAL SUL;LITORAL
CENTRO EDUCACIONAL ALFERES TIRADENTES;NATAL;POTENGI;158258013;D4427;213196X;PGI-01P2;-5.7441841;-35.2466551;NATAL NORTE;LITORAL
CMEI GALDINA BARBOSA SILVEIRA GUIMARAES;NATAL;MAE LUIZA;7015487482;C4503;2121967;PTR-01S5;-5.79853386;-35.18550428;NATAL SUL;LITORAL
CMEI PROFª MARIA CLEONICE ALVES PONTES;NATAL;POTENGI;140138010;B3308;300080X;IGA-01Z7;-5.7592104;-35.2586702;NATAL NORTE;LITORAL
COLEGIO SALESIANO SAO JOSE;NATAL;RIBEIRA;81579016;D5613;3118999;RBA-01P4;-5.78056296;-35.20519714;NATAL SUL;LITORAL
COMPLEXO CULTURAL DA UERN;NATAL;POTENGI;169514011;D3358;3030970;PGI-01P4;-5.75490206;-35.23990421;NATAL NORTE;LITORAL
ESCOLA ESTADUAL ALBERTO TORRES;NATAL;PETROPOLIS;49266014;C4814;2675702;RBA-01P3;-5.78454052;-35.19588546;NATAL SUL;LITORAL
ESCOLA ESTADUAL ANTONIO FAGUNDES;NATAL;POTENGI;145951011;B0126;3040109;PJA-01J4;-5.74616592;-35.26035198;NATAL NORTE;LITORAL
ESCOLA ESTADUAL AUGUSTO SEVERO;NATAL;PETROPOLIS;7014923068;V08261;3098001;RBA-01P5;-5.78585406;-35.20116309;NATAL SUL;LITORAL
ESCOLA ESTADUAL CAFE FILHO;NATAL;ROCAS;83442018;A6733;3112711;RBA-01P6;-5.77209206;-35.19770536;NATAL SUL;LITORAL
ESCOLA ESTADUAL DIOSCORO VALE;NATAL;POTENGI;149379010;B3991;3068547;PGI-01P1;-5.74523225;-35.25237122;NATAL NORTE;LITORAL
ESCOLA ESTADUAL DO ATHENEU NORTERIOGRANDENSE;NATAL;PETROPOLIS;1987011;V06215;3080634;PTR-01S4;-5.78408233;-35.1983522;NATAL SUL;LITORAL
ESCOLA ESTADUAL DOM JOSE ADELINO DANTAS;NATAL;POTENGI;169515018;SPP0030;3120268;PGI-01P2;-5.74706691;-35.24470253;NATAL NORTE;LITORAL
ESCOLA ESTADUAL ISABEL GONDIM;NATAL;RIBEIRA;82021019;A6408;267461X;RBA-01P6;-5.77389638;-35.20260434;NATAL SUL;LITORAL
ESCOLA ESTADUAL JOSEFA SAMPAIO;NATAL;SANTOS REIS;85205013;A6621;2674468;RBA-01P6;-5.76702425;-35.2004735;NATAL SUL;LITORAL
ESCOLA ESTADUAL LEONOR LIMA;NATAL;REDINHA;136738011;C1396;3038503;PGI-01P3;-5.75227792;-35.20299971;NATAL NORTE;LITORAL
ESCOLA ESTADUAL MONS. ALFREDO PEGADO;NATAL;MAE LUIZA;51487010;C5981;3083722;PTR-01S5;-5.79312378;-35.19005027;NATAL SUL;LITORAL
ESCOLA ESTADUAL OLDA MARINHO;NATAL;PRAIA DO MEIO;53645011;A7104;3075355;RBA-01P9;-5.77955947;-35.19439143;NATAL SUL;LITORAL
ESCOLA ESTADUAL PADRE MONTE;NATAL;ROCAS;168992017;;1111111;RBA-01P8;-5.77718856;-35.19910278;NATAL SUL;LITORAL
ESCOLA ESTADUAL PEREGRINO JUNIOR - 1ª ZE - NATAL;NATAL;POTENGI;169539014;V10531;3119764;PGI-01P1;-5.756319;-35.255382;NATAL NORTE;LITORAL
ESCOLA ESTADUAL PROF. ANISIO TEIXEIRA;NATAL;PETROPOLIS;47946018;B6285;3006335;RBA-01P5;-5.78493672;-35.20069828;NATAL SUL;LITORAL
ESCOLA ESTADUAL PROF. JOSINO MACÊDO - 1ª ZE - NATAL;NATAL;POTENGI;7021522206;V06949;3086327;IGA-01Z7;-5.7608565;-35.2600074;NATAL NORTE;LITORAL
ESCOLA ESTADUAL PROF. SEVERINO BEZERRA DE MELO;NATAL;MAE LUIZA;51237013;C6093;2672607;PTR-01S5;-5.79514148;-35.18826828;NATAL SUL;LITORAL
ESCOLA ESTADUAL PROF. VARELA BARCA;NATAL;POTENGI;148790019;B3606;3002131;PGI-01P1;-5.75032939;-35.25237567;NATAL NORTE;LITORAL
ESCOLA ESTADUAL ROMULO WANDERLEY - 1ª ZE - NATAL;NATAL;POTENGI;146808018;B4218;3002037;IGA-01Z7;-5.7564211;-35.2490864;NATAL NORTE;LITORAL
ESCOLA ESTADUAL SEN. DINARTE MARIZ;NATAL;MAE LUIZA;169095019;V05843;3102573;PTR-01S5;-5.79650176;-35.18546687;NATAL SUL;LITORAL
ESCOLA ESTADUAL WALTER DUARTE PEREIRA;NATAL;POTENGI;145270014;B4965;251876;PGI-01P1;-5.75152519;-35.25877866;NATAL NORTE;LITORAL
ESCOLA ESTADUAL 15 DE OUTUBRO;NATAL;POTENGI;159570010;B0214;254196;PJA-01J3;-5.74025438;-35.25319079;NATAL NORTE;LITORAL
ESCOLA MUNICIPAL ANTONIO CAMPOS;NATAL;MAE LUIZA;169089019;C4510;3064731;PTR-01S5;-5.80006109;-35.18368263;NATAL SUL;LITORAL
ESCOLA MUNICIPAL HENRIQUE CASTRICIANO;NATAL;ROCAS;169000018;V06921;3086152;RBA-01P6;-5.77266417;-35.19723017;NATAL SUL;LITORAL
ESCOLA MUNICIPAL JOSE DO PATROCINIO PEREIRA PINTO;NATAL;POTENGI;147187017;C0723;3051571;PGI-01P5;-5.75702446;-35.24144589;NATAL NORTE;LITORAL
ESCOLA MUNICIPAL MARIA MADALENA;NATAL;POTENGI;850646333;B0258;3039952;PJA-01J3;-5.73520802;-35.25187995;NATAL NORTE;LITORAL
ESCOLA MUNICIPAL MONS. JOSE ALVES LANDIM - 1ª ZE - NATAL;NATAL;POTENGI;146900011;B3489;3002021;IGA-01Z7;-5.7536233;-35.2511317;NATAL NORTE;LITORAL
ESCOLA MUNICIPAL NOILDE RAMALHO;NATAL;REDINHA;136435019;A3824;3112200;PGI-01P3;-5.74298253;-35.21277798;NATAL NORTE;LITORAL
ESCOLA MUNICIPAL NOSSA SENHORA DOS NAVEGANTES;NATAL;REDINHA;136580019;M74140;3051901;PGI-01P3;-5.7488608;-35.20562578;NATAL NORTE;LITORAL
ESCOLA MUNICIPAL PROFª IAPISSARA AGUIAR - 1ª ZE - NATAL;NATAL;POTENGI;850416818;V04544;3068784;IGA-01Z8;-5.7612955;-35.2538159;NATAL NORTE;LITORAL
ESCOLA MUNICIPAL PROFª MALVINA COSME - 1ª ZE - NATAL;NATAL;POTENGI;850250430;V06903;3085778;PGI-01P1;-5.7588583;-35.2508033;NATAL NORTE;LITORAL
ESCOLA MUNICIPAL PROFA. ADELINA FERNANDES;NATAL;POTENGI;149379010;B3991;3068547;PGI-01P1;-5.7448105;-35.25266509;NATAL NORTE;LITORAL
ESCOLA MUNICIPAL PROFA. LAURA MAIA;NATAL;PRAIA DO MEIO;49060017;B5978;2675697;RBA-01P2;-5.78170601;-35.1940129;NATAL SUL;LITORAL
ESCOLA MUNICIPAL PROFA. PALMIRA DE SOUSA;NATAL;POTENGI;145043018;GD1265;25209XX;IGA-01Z7;-5.75099755;-35.25791693;NATAL NORTE;LITORAL
ESCOLA MUNICIPAL SANTOS REIS;NATAL;SANTOS REIS;7000948637;V03490;3060209;RBA-01P6;-5.76854333;-35.20243779;NATAL SUL;LITORAL
HIPOCRATES COLEGIO E CURSO - ZONA NORTE;NATAL;POTENGI;850524971;P08990M;3030478;IGA-01Z9;-5.7664556;-35.2547746;NATAL NORTE;LITORAL
IFRN ZONA NORTE;NATAL;POTENGI;145110017;MG2960;25151;IGA-01Z7;-5.74914479;-35.26018348;NATAL NORTE;LITORAL
MUNDI COLÉGIO E CURSO;NATAL;POTENGI;7027433957;V04938;3070823;IGA-01Z7;-5.7659525;-35.2603409;NATAL NORTE;LITORAL
CENTRO DE APOIO PEDAGÓGICO À PESSOA COM DEFICIÊNCIA VISUAL - CAP;NATAL;DIX-SEPT ROSADO;7009709295;V05579;3075018;ALE-01L3;-5.8118987;-35.2227398;NATAL SUL;LITORAL
CMEI - FRANCISCA ANASTÁCIA DE SOUTO;NATAL;DIX-SEPT ROSADO;33012012;G0438;3072660;NTU-01J3;-5.8139805;-35.2301883;NATAL SUL;LITORAL
CMEI - NOSSA SENHORA DE SANTANA;NATAL;NORDESTE;580310010;GD1461;3044281;NTU-01J1;-5.79908297;-35.23901816;NATAL SUL;LITORAL
COLEGIO MARISTA;NATAL;CIDADE ALTA;856575888;V03088;3050908;CNT-01C1;-5.79000266;-35.20463532;NATAL SUL;LITORAL
COLEGIO NOSSA SENHORA DAS NEVES;NATAL;ALECRIM;857110870;V04776;3069736;ALE-01L1;-5.79297418;-35.21241021;NATAL SUL;LITORAL
ESCOLA DE 1 GRAU DOM MARCOLINO DANTAS;NATAL;LAGOA SECA;22074016;B7240;3132827;ALE-01L4;-5.8063212;-35.2137915;NATAL SUL;LITORAL
ESCOLA ESTADUAL PROFESSOR JOÃO TIBÚRCIO;NATAL;ALECRIM;38214012;GD5289;2096145;ALE-01L1;-5.7984992;-35.2176645;NATAL SUL;LITORAL
ESCOLA ESTADUAL ESTELA GONCALVES;NATAL;ALECRIM;8006016;A7557;3009341;CNT-01C6;-5.7940209;-35.2226837;NATAL SUL;LITORAL
ESCOLA ESTADUAL FELIZARDO MOURA;NATAL;QUINTAS;9550011;B8123;2672235;ALE-01L2;-5.79748561;-35.23513997;NATAL SUL;LITORAL
ESCOLA ESTADUAL GRACILIANO LORDÃO;NATAL;QUINTAS;15179015;;301085X;NTU-01J2;-5.8013396;-35.2303023;NATAL SUL;LITORAL
ESCOLA ESTADUAL IMPERIAL MARINHEIRO;NATAL;NORDESTE;851775935;GD1776;3045589;NTU-01J1;-5.79337001;-35.24453558;NATAL SUL;LITORAL
ESCOLA ESTADUAL JERONIMO GUEIROS;NATAL;BARRO VERMELHO;42021016;D2579;3007480;CNT-01C5;-5.7975614;-35.2099589;NATAL SUL;LITORAL
ESCOLA ESTADUAL MANOEL DANTAS ENSINO DO 1 GRAU;NATAL;TIROL;55949018;B6440;3007229;CNT-01C4;-5.79758988;-35.20448289;NATAL SUL;LITORAL
ESCOLA ESTADUAL MARIA MONTEZUMA;NATAL;QUINTAS;11153011;E2132;2672282;NTU-01J2;-5.80131316;-35.23597808;NATAL SUL;LITORAL
ESCOLA ESTADUAL MASCARENHAS HOMEM;NATAL;LAGOA SECA;168615019;B6771;2378582;LNV-01V4;-5.8070473;-35.2086112;NATAL SUL;LITORAL
ESCOLA ESTADUAL PROF. FRANCISCO IVO CAVALCANTI;NATAL;DIX-SEPT ROSADO;28462018;A7834;3134540;ALE-01L3;-5.8054122;-35.2279592;NATAL SUL;LITORAL
ESCOLA ESTADUAL PROF. LUIS SOARES;NATAL;DIX-SEPT ROSADO;7016593308;V08364;3098721;ALE-01L3;-5.8070614;-35.2284052;NATAL SUL;LITORAL
ESCOLA ESTADUAL PROFESSORA JUDITE BEZERRA DE MELO;NATAL;NOSSA SENHORA DE NAZARE;37478016;D8469;3074311;NTU-01J5;-5.8201561;-35.2296907;NATAL SUL;LITORAL
ESCOLA ESTADUAL PROFESSORA MARIA ILKA DE MOURA;NATAL;BOM PASTOR;13988013;I0539;3072597;NTU-01J2;-5.80817673;-35.23620481;NATAL SUL;LITORAL
ESCOLA ESTADUAL SEBASTIAO FERNANDES;NATAL;TIROL;55949018;B6440;3007229;CNT-01C4;-5.7977585;-35.20413365;NATAL SUL;LITORAL
ESCOLA ESTADUAL TIRADENTES;NATAL;BARRO VERMELHO;1801015;C6521;2125385;CNT-01C5;-5.802983;-35.2091748;NATAL SUL;LITORAL
ESCOLA ESTADUAL WINSTON CHURCHIL;NATAL;CIDADE ALTA;2250012;D2250;1925059;CNT-01C7;-5.78366339;-35.2059523;NATAL SUL;LITORAL
ESCOLA MUNICIPAL CHICO SANTEIRO;NATAL;NORDESTE;12535015;E1543;3075400;NTU-01J1;-5.7982847;-35.24166857;NATAL SUL;LITORAL
ESCOLA MUNICIPAL FERREIRA ITAJUBA;NATAL;QUINTAS;15258012;A8181;3010870;NTU-01J2;-5.800574;-35.2293793;NATAL SUL;LITORAL
ESCOLA MUNICIPAL JOAO XXIII;NATAL;QUINTAS;7022693756;A8219;2122892;ALE-01L2;-5.8038996;-35.2245088;NATAL SUL;LITORAL
ESCOLA MUNICIPAL JOAQUIM HONORIO;NATAL;QUINTAS;856519244;V03100;3050934;ALE-01L2;-5.8041569;-35.2236986;NATAL SUL;LITORAL
ESCOLA MUNICIPAL JUVENAL LAMARTINE;NATAL;LAGOA SECA;22074016;B7240;3132827;ALE-01L4;-5.8066809;-35.2141837;NATAL SUL;LITORAL
ESCOLA MUNICIPAL PREFEITO MARIO LIRA;NATAL;DIX-SEPT ROSADO;22488015;C7815;2673024;ALE-01L3;-5.8085099;-35.2243641;NATAL SUL;LITORAL
ESCOLA MUNICIPAL PROF. BERILO WANDERLEY;NATAL;QUINTAS;29684014;B8226;3010823;NTU-01J2;-5.80593625;-35.23109746;NATAL SUL;LITORAL
ESCOLA MUNICIPAL PROFA ANGELICA DE ALMEIDA MOURA;NATAL;QUINTAS;9624015;E1379;2672743;NTU-01J2;-5.80309221;-35.23637658;NATAL SUL;LITORAL
ESCOLA MUNICIPAL PROFESSOR ZUZA;NATAL;NOSSA SENHORA DE NAZARE;36055014;MG2416;3120171;NTU-01J7;-5.81470124;-35.23133911;NATAL SUL;LITORAL
ESCOLA MUNICIPAL PROFESSORA FRANCISCA FERREIRA DA SILVA;NATAL;BOM PASTOR;20265019;B7808;3125978;NTU-01J1;-5.80929047;-35.24394751;NATAL SUL;LITORAL
ESCOLA MUNICIPAL SAO FRANCISCO DE ASSIS;NATAL;NOSSA SENHORA DE NAZARE;7000886909;V03363;3060188;NTU-01J5;-5.81396419;-35.23470411;NATAL SUL;LITORAL
ESCOLA MUNICIPAL 4º CENTENÁRIO;NATAL;ALECRIM;853421170;V01138;3041804;CNT-01C6;-5.79318547;-35.21656802;NATAL SUL;LITORAL
ESCOLA ROTARY;NATAL;QUINTAS;17194011;I0848;2672764;NTU-01J2;-5.8031294;-35.2308264;NATAL SUL;LITORAL
ÊXITO COLÉGIO E CURSO;NATAL;ALECRIM;8904014;C6609;3128358;ALE-01L1;-5.7999592;-35.2162428;NATAL SUL;LITORAL
FACULDADE ESTÁCIO - UNIDADE ALEXANDRINO DE ALENCAR;NATAL;ALECRIM;7014504642;V00003;3035628;CNT-01C5;-5.8003892;-35.2123965;NATAL SUL;LITORAL
INSTITUTO ARY PARREIRAS;NATAL;ALECRIM;169628017;V08214;3096958;ALE-01L1;-5.7996357;-35.2194384;NATAL SUL;LITORAL
INSTITUTO DA SAGRADA FAMILIA;NATAL;ALECRIM;169641013;A8286;3011282;ALE-01L2;-5.7975512;-35.2184157;NATAL SUL;LITORAL
INSTITUTO MARIA AUXILIADORA;NATAL;TIROL;7005272232;C4311;3116514;PTR-01S3;-5.78867841;-35.19597008;NATAL SUL;LITORAL
INSTITUTO PADRE MIGUELINHO;NATAL;ALECRIM;6043011;C7378;3008950;CNT-01C6;-5.79329492;-35.21450579;NATAL SUL;LITORAL
INSTITUTO REIS MAGOS;NATAL;ALECRIM;5994012;I1794;3053825;ALE-01L1;-5.79534545;-35.2128258;NATAL SUL;LITORAL
UNI - RN;NATAL;TIROL;47532019;C4346;2672591;PTR-01S3;-5.79380098;-35.19383101;NATAL SUL;LITORAL
CEI - ROMUALDO GALVÃO;NATAL;LAGOA NOVA;851111816;V00022;303588X;LNV-01V5;-5.816303;-35.2097095;NATAL SUL;LITORAL
CENTRO UNIVERSITÁRIO NATALENSE - UNICEUNA;NATAL;LAGOA NOVA;1588010;A8530;1735440;NTU-01J7;-5.8245661;-35.2152202;NATAL SUL;LITORAL
CMEI HAYDEE MONTEIRO BEZERRA DE MELO;NATAL;PONTA NEGRA;107741011;MG2169;304777X;JQI-01S8;-5.8857593;-35.1653861;NATAL SUL;LITORAL
COLÉGIO OBJETIVO;NATAL;LAGOA NOVA;60368015;C8015;3012438;LNV-01V5;-5.8171302;-35.2035595;NATAL SUL;LITORAL
COMPLEXO EDUCACIONAL CONTEMPORANEO I;NATAL;LAGOA NOVA;68186013;I2252;3034561;LNV-01V6;-5.8280802;-35.2060098;NATAL SUL;LITORAL
COMPLEXO EDUCACIONAL CONTEMPORÂNEO II;NATAL;LAGOA NOVA;7015098206;V04279;3064114;LNV-01V6;-5.8279517;-35.2064601;NATAL SUL;LITORAL
ESCOLA E. PROF. JOSÉ FERNANDES MACHADO;NATAL;PONTA NEGRA;412015;V06778;3088308;CPM-01M2;-5.8727193;-35.1892169;NATAL SUL;LITORAL
ESCOLA ESTADUAL DES. FLORIANO CAVALCANTI;NATAL;CAPIM MACIO;405019;V08531;2124596;NEO-01N3;-5.8410097;-35.2069824;NATAL SUL;LITORAL
ESCOLA ESTADUAL DR. MANOEL VILLAÇA;NATAL;LAGOA NOVA;64264010;A8491;3011481;NTU-01J7;-5.8189331;-35.22053199;NATAL SUL;LITORAL
ESCOLA ESTADUAL FERREIRA ITAJUBA;NATAL;NEOPOLIS;72451015;C8759;301843X;NEO-01N7;-5.8552433;-35.2100658;NATAL SUL;LITORAL
ESCOLA ESTADUAL JERONIMO DE ALBUQUERQUE;NATAL;PONTA NEGRA;107486011;GD5978;301740X;JQI-01S8;-5.8835376;-35.1724983;NATAL SUL;LITORAL
ESCOLA ESTADUAL JORGE FERNANDES;NATAL;LAGOA NOVA;68070015;I2176;3116896;LNV-01V6;-5.8282949;-35.2085089;NATAL SUL;LITORAL
ESCOLA ESTADUAL MONSENHOR WALFREDO GURGEL;NATAL;CANDELARIA;96261012;F5841;3128022;NEO-01N2;-5.8385806;-35.217803;NATAL SUL;LITORAL
ESCOLA ESTADUAL NESTOR LIMA;NATAL;LAGOA NOVA;7009418231;V07100;3087155;LNV-01V4;-5.8118905;-35.2123271;NATAL SUL;LITORAL
ESCOLA ESTADUAL PRESIDENTE KENNEDY;NATAL;LAGOA NOVA;64034014;G2062;301188X;NTU-01J3;-5.81845778;-35.21817006;NATAL SUL;LITORAL
ESCOLA ESTADUAL PROFESSOR JOAQUIM TORRES;NATAL;LAGOA NOVA;7006772506;N03168;3035811;NTU-01J6;-5.8217249;-35.2261213;NATAL SUL;LITORAL
ESCOLA ESTADUAL PROFESSOR LUIZ ANTONIO;NATAL;CANDELARIA;97203016;F5627;301681X;NEO-01N1;-5.8367412;-35.2206488;NATAL SUL;LITORAL
ESCOLA MUNICIPAL ARNALDO MONTEIRO;NATAL;NEOPOLIS;103449014;F8436;3019428;NEO-01N6;-5.8690914;-35.1993941;NATAL SUL;LITORAL
ESCOLA MUNICIPAL PROFESSOR ANTONIO SEVERIANO;NATAL;NEOPOLIS;80545010;G7642;3134458;NEO-01N7;-5.8706972;-35.2149616;NATAL SUL;LITORAL
INSTITUTO PRESIDENTE KENNEDY;NATAL;LAGOA NOVA;1569015;V05924;3077806;NTU-01J3;-5.81811364;-35.21894119;NATAL SUL;LITORAL
UFRN - SETOR DE AULAS I;NATAL;LAGOA NOVA;7004704066;I2125;3011806;LNV-01V6;-5.8375638;-35.1981224;NATAL SUL;LITORAL
UNIVERSIDADE POTIGUAR - CAMPUS DA SALGADO FILHO;NATAL;LAGOA NOVA;59342010;G1402;2673731;LNV-01V5;-5.8145088;-35.205808;NATAL SUL;LITORAL
ADOTE;NATAL;CIDADE DA ESPERANCA;40329013;N21256;3033243;PLT-01L3;-5.8281842;-35.2410525;NATAL SUL;LITORAL
CAIC - CENTRO DE APOIO A CRIANCA - PROF. OTTO DE BRITO GUERRA;NATAL;PITIMBU;1722018;F0861;3016301;PNA-01M1;-5.8536667;-35.2458132;NATAL SUL;LITORAL
CENTRO ESTADUAL DE EDUCAÇÃO PROFISSIONAL PITIMBU;NATAL;PITIMBU;7009804700;V06306;3081419;PLT-01L2;-5.848962;-35.2389859;NATAL SUL;LITORAL
CMEI - ARNALDO ASSÊNIO DE AZEVEDO;NATAL;GUARAPES;7018643531;L89019;3109622;PLT-01L4;-5.8375451;-35.2646637;NATAL SUL;LITORAL
CMEI CLARA CAMARÃO;NATAL;PLANALTO;110872011;F6186;2014937;NTU-01M2;-5.8224354;-35.2613776;NATAL SUL;LITORAL
CMEI FERNANDA JALLES;NATAL;PITIMBU;92138011;G5377;3016097;PLT-01L2;-5.8543839;-35.2407151;NATAL SUL;LITORAL
CMEI NOSSA SENHORA AUXILIADORA;NATAL;CIDADE DA ESPERANCA;121673010;A8673;3124443;NTU-01M3;-5.8231317;-35.240915;NATAL SUL;LITORAL
CMEI NOSSA SENHORA DE FÁTIMA;NATAL;FELIPE CAMARAO;114608017;G6990;3068099;NTU-01M3;-5.8303641;-35.2452887;NATAL SUL;LITORAL
CMEI PROFESSORA MARIA SALETE ALVES BILA;NATAL;PLANALTO;850502331;F5008;3069015;PLT-01L3;-5.8489332;-35.255168;NATAL SUL;LITORAL
COLÉGIO E CURSO PIAGET;NATAL;PITIMBU;332011;F0444;212294X;NEO-01N9;-5.8711562;-35.221604;NATAL SUL;LITORAL
CONCITEL - CONSELHO COMUNITARIO DE CIDADE SATELITE;NATAL;PITIMBU;99369019;MG3800;3018383;NEO-01N9;-5.8682533;-35.2344967;NATAL SUL;LITORAL
ESCOLA ESTADUAL ANTONIO PINTO DE MEDEIROS;NATAL;PITIMBU;91917017;G5217;3074244;PLT-01L2;-5.8563917;-35.2404333;NATAL SUL;LITORAL
ESCOLA ESTADUAL BELÉM CÂMARA;NATAL;CIDADE DA ESPERANCA;119137012;D7496;3009870;NTU-01M1;-5.8259732;-35.2396332;NATAL SUL;LITORAL
ESCOLA ESTADUAL CLARA CAMARÃO;NATAL;FELIPE CAMARAO;110872011;F6186;2014937;NTU-01M2;-5.8225197;-35.2613098;NATAL SUL;LITORAL
ESCOLA ESTADUAL DJALMA ARANHA MARINHO;NATAL;PITIMBU;99052015;G2555;3018382;NEO-01N9;-5.8688132;-35.2340079;NATAL SUL;LITORAL
ESCOLA ESTADUAL EURIPEDES BARSANULFO;NATAL;FELIPE CAMARAO;115004018;G7070;3062934;NTU-01M3;-5.8280211;-35.2477942;NATAL SUL;LITORAL
ESCOLA ESTADUAL LAURO DE CASTRO;NATAL;CIDADE DA ESPERANCA;119498015;D7657;2673464;NTU-01M1;-5.8222863;-35.2361493;NATAL SUL;LITORAL
ESCOLA ESTADUAL MONSENHOR MATA;NATAL;CIDADE DA ESPERANCA;121673010;A8673;3124443;NTU-01M3;-5.822875;-35.2416917;NATAL SUL;LITORAL
ESCOLA ESTADUAL PROF. LUIZ DA CAMARA CASCUDO;NATAL;CIDADE DA ESPERANCA;7011518685;V03379;305245X;NTU-01J5;-5.8339443;-35.2295112;NATAL SUL;LITORAL
ESCOLA ESTADUAL PROFA. MARIA QUEIROZ;NATAL;FELIPE CAMARAO;660734015;F6860;3076953;NTU-01M2;-5.8234328;-35.2547312;NATAL SUL;LITORAL
ESCOLA ESTADUAL PROFESSOR RAIMUNDO SOARES;NATAL;CIDADE DA ESPERANCA;119413010;D7330;3009797;NTU-01M1;-5.8225089;-35.2347855;NATAL SUL;LITORAL
ESCOLA ESTADUAL PROFESSORA MARIA LUIZA ALVES COSTA;NATAL;FELIPE CAMARAO;114906018;F6851;3031754;NTU-01M2;-5.8244191;-35.2538631;NATAL SUL;LITORAL
ESCOLA ESTADUAL 12 DE OUTUBRO;NATAL;FELIPE CAMARAO;109689017;E7085;2179341;NTU-01M2;-5.8155298;-35.2497967;NATAL SUL;LITORAL
ESCOLA MUNICIPAL ALMERINDA BEZERRA FURTADO;NATAL;GUARAPES;721707024;P21560;3049452;PLT-01L1;-5.8436995;-35.2741702;NATAL SUL;LITORAL
ESCOLA MUNICIPAL ASCENDINO DE ALMEIDA;NATAL;PITIMBU;7009804700;V06306;3081419;PLT-01L2;-5.8496883;-35.2392317;NATAL SUL;LITORAL
ESCOLA MUNICIPAL CELESTINO PIMENTEL;NATAL;CIDADE DA ESPERANCA;1755013;A8899;1765999;NTU-01M1;-5.82576;-35.236095;NATAL SUL;LITORAL
ESCOLA MUNICIPAL DJALMA MARANHAO;NATAL;FELIPE CAMARAO;114105015;G6567;3131770;NTU-01M3;-5.8301633;-35.2474433;NATAL SUL;LITORAL
ESCOLA MUNICIPAL EMMANOEL BEZERRA;NATAL;PLANALTO;126527012;F5022;3127186;PLT-01L3;-5.8480438;-35.2547909;NATAL SUL;LITORAL
ESCOLA MUNICIPAL IVONETE MACIEL;NATAL;CIDADE DA ESPERANCA;118176014;A8886;3101881;NTU-01M1;-5.8252484;-35.234431;NATAL SUL;LITORAL
ESCOLA MUNICIPAL LUIZ MARANHAO FILHO;NATAL;CIDADE NOVA;7026928693;L81970;3124434;PLT-01L3;-5.8322536;-35.2403184;NATAL SUL;LITORAL
ESCOLA MUNICIPAL PRFª Mª CRISTINA OSORIO TAVARES;NATAL;FELIPE CAMARAO;854086502;V01987;304641X;NTU-01M2;-5.8241229;-35.2584089;NATAL SUL;LITORAL
ESCOLA MUNICIPAL PROF. TEREZA SATSUQUI AOQUI DE CARVALHO;NATAL;PITIMBU;100133016;G4104;3066258;PNA-01M1;-5.8554117;-35.2458504;NATAL SUL;LITORAL
ESCOLA MUNICIPAL PROFESSOR BERNARDO NASCIMENTO;NATAL;FELIPE CAMARAO;114906018;F6851;3031754;NTU-01M2;-5.824712;-35.2539363;NATAL SUL;LITORAL
ESCOLA MUNICIPAL PROFESSOR FRANCISCO DE ASSIS VARELA CAVALCANTE;NATAL;GUARAPES;116299011;B12457;3012113;PLT-01L1;-5.8414787;-35.2748642;NATAL SUL;LITORAL
ESCOLA MUNICIPAL PROFESSOR VERISSIMO DE MELO;NATAL;FELIPE CAMARAO;111193010;F6729;2014921;NTU-01M2;-5.8249561;-35.260891;NATAL SUL;LITORAL
ESCOLA MUNICIPAL PROFESSORA EMILIA RAMOS;NATAL;CIDADE NOVA;122126013;D7956;3028605;PLT-01L3;-5.832935;-35.23994;NATAL SUL;LITORAL
ESCOLA MUNICIPAL PROFESSORA MARISE PAIVA;NATAL;CIDADE NOVA;7026928693;L81970;3124434;PLT-01L3;-5.8324754;-35.2404524;NATAL SUL;LITORAL
ESCOLA MUNICIPAL ZENEIDE IGINO DE MOURA;NATAL;CIDADE NOVA;7020175162;V09267;3108963;PLT-01L3;-5.8326602;-35.2406895;NATAL SUL;LITORAL
ESCOLA UNIVERSO DA CRIANÇA;NATAL;PLANALTO;126291019;F4621;3016495;PNA-01M1;-5.8572486;-35.253296;NATAL SUL;LITORAL
EXPANSIVO COLÉGIO E CURSO - UNIDADE PLANALTO;NATAL;PLANALTO;854741578;MG1969;3037536;PLT-01L1;-5.848294;-35.2611084;NATAL SUL;LITORAL
FUNDACAO BRADESCO;NATAL;FELIPE CAMARAO;113180013;F7052;2676423;NTU-01M2;-5.8272514;-35.2552249;NATAL SUL;LITORAL
IERN;NATAL;FELIPE CAMARAO;114014;V09816;3114508;NTU-01M3;-5.8174067;-35.2439849;NATAL SUL;LITORAL
